,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
21901,12181,torontostar,76162,https://twitter.com/sandyc1772/statuses/910138372987002880,2017-09-19 10:47,sandyc1772,rt @torontostar: few calls for sanctions on burma amid international outrage over rohingya crisis. https://t.co/jfqdcvrhiz https://t.co/rtf ,Twitter for Android,196970,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.233333333
21902,12181,nationalpost,54483,https://twitter.com/sandyc1772/statuses/909932439694430208,2017-09-18 21:09,sandyc1772,rt @nationalpost: .@ivisonj: trudeau doubles down on class war declaration to shore up progressive vote https://t.co/xggdldqadf https://t.c ,Twitter for Android,196756,193,677,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21903,12181,torontostar,77786,https://twitter.com/sandyc1772/statuses/910203774643396608,2017-09-19 15:07,sandyc1772,rt @torontostar: if you were looking for summer it is here! just in time for the first day of fall on friday. #starweather https://t.co/kn ,Twitter for Android,197121,193,678,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.233333333
21904,12181,nationalpost,85433,https://twitter.com/sandyc1772/statuses/909827673291149317,2017-09-18 14:13,sandyc1772,rt @nationalpost: the most important question: why doesn t mcdonald s have hot sauce? https://t.co/uthjhzvfe via @nparts https://t.co/zdxl ,Twitter for Android,196448,193,673,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21905,12181,ottawacitizen,85459,https://twitter.com/sandyc1772/statuses/909826956576854021,2017-09-18 14:10,sandyc1772,rt @ottawacitizen: grey matters: elderly patients have right to refuse medical treatment https://t.co/ajwbvbqg #health https://t.co/xkptb ,Twitter for Android,196448,193,673,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Ottawa Citizen,Ottawa,Ontario,Canada,Not CBC,0,1,0.233333333
21906,12181,cbc,14921,https://twitter.com/sandyc1772/statuses/910203944319750145,2017-09-19 15:08,sandyc1772,rt @cbcpolitics: trudeau urges canadian aerospace companies to pressure boeing https://t.co/mtsxeaappi #hw #cdnpoli https://t.co/jvnisahhxk,Twitter for Android,197123,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21907,12181,nationalpost,88959,https://twitter.com/sandyc1772/statuses/909958617780113408,2017-09-18 22:53,sandyc1772,rt @nationalpost: .@acoyne: time for reality tv in parliament   get the cameras out or let them all the way in https://t.co/devriqce http ,Twitter for Android,196894,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21908,12181,nationalpost,88255,https://twitter.com/sandyc1772/statuses/909932439694430208,2017-09-18 21:09,sandyc1772,rt @nationalpost: .@ivisonj: trudeau doubles down on class war declaration to shore up progressive vote https://t.co/xggdldqadf https://t.c ,Twitter for Android,196736,193,677,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21909,12181,nationalpost,94303,https://twitter.com/sandyc1772/statuses/910289457538101248,2017-09-19 20:48,sandyc1772,rt @nationalpost: .@ivisonj: know the dirty little secret about taxing the rich? it doesn\'t work https://t.co/eeboalbtnh https://t.co/gttgl ,Twitter for Android,197397,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21910,12181,globeandmail,101666,https://twitter.com/sandyc1772/statuses/910138656312176640,2017-09-19 10:48,sandyc1772,rt @globeandmail: ontario\'s minimum-wage hike likely to threaten jobs outside toronto area: studyhttps://t.co/zdccdcpiw from @justincgio ,Twitter for Android,196970,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21911,12181,torontostar,71825,https://twitter.com/sandyc1772/statuses/909838914315325444,2017-09-18 14:57,sandyc1772,"rt @torontostar: how politics, not evidence, drives transit planning in toronto. @benspurr on the proposed $m kirby go station: https:// ",Twitter for Android,196548,193,674,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.233333333
21912,12181,nationalpost,89024,https://twitter.com/sandyc1772/statuses/909956541968773120,2017-09-18 22:45,sandyc1772,rt @nationalpost: \'they bring so much joy\': clowns rally against proposed balloon ban in vancouver parks https://t.co/moechy https://t. ,Twitter for Android,196894,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21913,12181,globeandmail,97780,https://twitter.com/sandyc1772/statuses/909861171066531842,2017-09-18 16:26,sandyc1772,"rt @globeandmail: canada s debt threat remains  critical,  global body sayshttps://t.co/zgmllphy @jnelson @globebusiness https://t.co/t ",Twitter for Android,196595,193,676,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21914,12181,metroottawa,30976,https://twitter.com/sandyc1772/statuses/910290117876645888,2017-09-19 20:50,sandyc1772,rt @metroottawa: \'all talk no action\': ndp casts doubt on trudeau\'s feminist credentials https://t.co/atiscpavo https://t.co/oxxraiq,Twitter for Android,197397,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Metro News,Ottawa,Ontario,Canada,Not CBC,0,1,0.233333333
21986,12219,citynews,105178,https://twitter.com/sarahpineiros/statuses/910275778025345024,2017-09-19 19:53,sarahpineiros,rt @citynews: graphic video shows toronto man gunned down in apartment lobby https://t.co/nekvshxgv *warning: content may be disturbing to ,Twitter for iPhone,8273,185,61,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,City,Toronto,Ontario,Canada,Not CBC,0,1,0.125
21987,12219,cbc,52804,https://twitter.com/sarahpineiros/statuses/909916162816987136,2017-09-18 20:04,sarahpineiros,"rt @cbcpolitics: updated: justin trudeau, theresa may pledge cooperation on boeing, post-brexit trade deal https://t.co/ivsyer https:// ",Twitter for iPhone,8266,185,64,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.125
21988,12219,torontostar,53010,https://twitter.com/sarahpineiros/statuses/909914225899950080,2017-09-18 19:57,sarahpineiros,"rt @torontostar: one can only imagine the lack of coverage, interest there would be for ndp had singh not entered the race: @nutgraf https ",Twitter for iPhone,8266,185,64,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.125
21989,12219,citynews,99187,https://twitter.com/sarahpineiros/statuses/909915840568610817,2017-09-18 20:03,sarahpineiros,"rt @citynews: toronto blue jays invite girl, , with d-printed hand to pitch https://t.co/hrmjmnum @haileys_hand @bluejays https://t.co/ ",Twitter for iPhone,8269,185,63,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,City,Toronto,Ontario,Canada,Not CBC,0,1,0.125
21990,12219,ctvnews,29009,https://twitter.com/sarahpineiros/statuses/910278555581452290,2017-09-19 20:04,sarahpineiros,"rt @ctvnews: more than , intercepted by rcmp trying to cross into canada this year https://t.co/baynfufh",Twitter for iPhone,8301,185,61,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,CTV,Canada,Canada,Canada,Not CBC,0,1,0.125
21991,12219,citynews,52987,https://twitter.com/sarahpineiros/statuses/909914423044837377,2017-09-18 19:57,sarahpineiros,"rt @citynews: canada won\'t do business with boeing while it\'s \'busy trying to sue us\', trudeau says https://t.co/cvgtpmhmi #cdnpoli https: ",Twitter for iPhone,8266,185,64,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,City,Toronto,Ontario,Canada,Not CBC,0,1,0.125
21992,12219,citynews,105203,https://twitter.com/sarahpineiros/statuses/910275527478513666,2017-09-19 19:52,sarahpineiros,"rt @citynews: mcmaster to ban all smoking on university property - including medical marijuana, and smoking in cars. too far? https://t.co/ ",Twitter for iPhone,8273,185,61,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",en,source,City,Toronto,Ontario,Canada,Not CBC,0,1,0.125
21993,12219,ctvnews,52965,https://twitter.com/sarahpineiros/statuses/909914598240919555,2017-09-18 19:58,sarahpineiros,"rt @ctvnews: trudeau, sajjan take part in ottawa\'s canada army run https://t.co/uiprrsit https://t.co/vbwqiuhr",Twitter for iPhone,8266,185,64,Sun Mar 01 20:25:07 +0000 2015,NA,"toronto, ontario",in,source,CTV,Canada,Canada,Canada,Not CBC,0,1,0.125
22012,12234,cbc,31472,https://twitter.com/sarmcbride/statuses/910295551345704960,2017-09-19 21:12,sarmcbride,rt @pnpcbc: b.c. attorney general @dave_eby explains how b.c.\'s new fundraising rules will apply to third-party advertising #pnpcbc #bcpoli ,Twitter for iPad,50504,243,483,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.076923077
22013,12234,desmogcanada,35008,https://twitter.com/sarmcbride/statuses/910306926575026176,2017-09-19 21:57,sarmcbride,rt @desmogcanada: clark s secret consultations w/ oil&amp;gas donors revealed as bc introduces bill to #banbigmoney in politics https://t.co/nf ,Twitter for iPad,50520,243,483,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,De Smog Canada,Canada,Canada,Canada,Not CBC,0,1,0.076923077
22014,12234,globeandmail,104318,https://twitter.com/sarmcbride/statuses/910241404093263873,2017-09-19 17:37,sarmcbride,rt @alayaboisvert: scientists say no longer any doubt about impact of pesticides on bees /via @globeandmail https://t.co/ozdkboy,Twitter for iPad,50471,243,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.076923077
22015,12234,desmogcanada,98207,https://twitter.com/sarmcbride/statuses/909882885661908992,2017-09-18 17:52,sarmcbride,"rt @commonsbc: breaking: ""bc s last climate \'leadership\' plan was written in big oil s boardroom (literally)"" @desmogcanada https://t.co/w ",Twitter for iPad,50344,242,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,De Smog Canada,Canada,Canada,Canada,Not CBC,0,1,0.076923077
22016,12234,ipoliticsca,47108,https://twitter.com/sarmcbride/statuses/909871758563409920,2017-09-18 17:08,sarmcbride,"rt @ipoliticsca: opinion: if the site c dam is a good project, it\'s time for trudeau to trot out the evidence, says @harrisauthor https://t ",Twitter for iPad,50342,242,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.076923077
22017,12234,globeandmail,13796,https://twitter.com/sarmcbride/statuses/910193731893997570,2017-09-19 14:27,sarmcbride,"rt @davidsuzukifdn: ban #neonic pesticides. our global food supplies are at risk, says dr. bonmatin https://t.co/qafvhrdz @globeandmail # ",Twitter for iPad,50431,243,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.076923077
22018,12234,ipoliticsca,86659,https://twitter.com/sarmcbride/statuses/909871758563409920,2017-09-18 17:08,sarmcbride,"rt @ipoliticsca: opinion: if the site c dam is a good project, it\'s time for trudeau to trot out the evidence, says @harrisauthor https://t ",Twitter for iPad,50322,242,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.076923077
22019,12234,ipoliticsca,86113,https://twitter.com/sarmcbride/statuses/909847676686016512,2017-09-18 15:32,sarmcbride,rt @marcleeccpa: ottawa\'s climate change strategy is largely imaginary https://t.co/heiujw via @ipoliticsca,Twitter for iPad,50310,242,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.076923077
22020,12234,cknw,97910,https://twitter.com/sarmcbride/statuses/909871600392007685,2017-09-18 17:07,sarmcbride,rt @johnodowdirl: listen: @ccpa_bc alleges that bc\'s climate plan was secretly crafted in calgary meetings. #bcpoli @cknw https://t.co/nej ,Twitter for iPad,50322,242,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,CKNW,Vancouver,British Columbia,Canada,Not CBC,0,1,0.076923077
22021,12234,keithbaldrey,12962,https://twitter.com/sarmcbride/statuses/910191012231839745,2017-09-19 14:17,sarmcbride,@keithbaldrey well worth it to get big money out of politics. we can\'t afford to have corporations &amp; unions buying  https://t.co/kuxkodkz,Twitter for iPad,50425,243,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,person,global,Victoria,British Columbia,Canada,Not CBC,0,1,0.076923077
22022,12234,vancouversun,23861,https://twitter.com/sarmcbride/statuses/910247141188104192,2017-09-19 18:00,sarmcbride,"rt @billminer: @vancouversun vaughn this how balanced reporting works, to bad it has to come from outside bc. https://t.co/rirmaqrzgf #bcp ",Twitter for iPad,50484,243,482,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,Vancouver Sun,Vancouver,British Columbia,Canada,Not CBC,0,1,0.076923077
22023,12234,huffpostcanada,39029,https://twitter.com/sarmcbride/statuses/910332085327368193,2017-09-19 23:37,sarmcbride,"rt @huffpostcanada: bc government asked oil and gas industry to tweak climate plan, docs show #bcpoli https://t.co/ufvcxkum https://t.co/ ",Twitter for iPad,50536,243,483,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,Huffington Post,Canada,Canada,Canada,Not CBC,0,1,0.076923077
22024,12234,cknw,41239,https://twitter.com/sarmcbride/statuses/910341487929344000,2017-09-20 0:14,sarmcbride,"rt @lizacknw: @ajwvictoriabc @bcliberals tough subsidy was not his idea @ajwvictoriabc, he says it falls under best practices and echoes ",Twitter for iPad,50541,243,483,Tue Nov 13 17:00:13 +0000 2012,"gardener, nature lover, concerned about the planet,researcher",NA,en,source,CKNW,Vancouver,British Columbia,Canada,Not CBC,0,1,0.076923077
22033,12241,slangeneggercbc,27175,https://twitter.com/Sask411/statuses/910266844757426176,2017-09-19 19:18,sask411,"rt @slangeneggercbc: another saskatchewan woman, -year-old ryanna grywacheski, killed in domestic homicide https://t.co/jkvblropt #skpoli",SaskTwitter411,52344,4364,6271,Thu Dec 10 17:06:23 +0000 2015,"tweeting interesting posts relating to saskatchewan. happy to rt any event in sask, just dm us or use the #sask hashtag. giving everyone the sask .","saskatchewan, canada",en,person,CBC,Saskatchewan,Saskatchewan,Canada,CBC,1,0,0.5
22034,12241,globalsaskatoon,45218,https://twitter.com/Sask411/statuses/909856839960895488,2017-09-18 16:09,sask411,rt @globalsaskatoon: rcmp ask for help identifying masked suspect at break and enter by prince albert #ypa #sask https://t.co/fpirwpjgk,SaskTwitter411,52241,4365,6267,Thu Dec 10 17:06:23 +0000 2015,"tweeting interesting posts relating to saskatchewan. happy to rt any event in sask, just dm us or use the #sask hashtag. giving everyone the sask .","saskatchewan, canada",en,source,Global,Saskatoon,Saskatchewan,Canada,Not CBC,0,1,0.5
22081,12273,cbc,27381,https://twitter.com/SayItLikeItIs60/statuses/910266079452303361,2017-09-19 19:15,sayitlikeitis60,"rt @glennmcmillan: #trudeau continues to control @cbcnews &amp; @ctvnews ..control the press control the minds of the viewers,,!! https://t.c ",Twitter for iPhone,3049,217,118,Wed Mar 15 15:21:12 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.333333333
22082,12273,cdnpress,66391,https://twitter.com/SayItLikeItIs60/statuses/910165523094278145,2017-09-19 12:35,sayitlikeitis60,@sxwxgirl @spiritcaptain @canadianpm @cdnpress @cbckatie this one\'s a             .joshua boyle was married to omar khadr\'s  https://t.co/tpoimhspj,Twitter for iPhone,3032,217,117,Wed Mar 15 15:21:12 +0000 2017,NA,NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.333333333
22083,12273,cdnpress,66678,https://twitter.com/SayItLikeItIs60/statuses/910177237781106689,2017-09-19 13:22,sayitlikeitis60,@sxwxgirl @spiritcaptain @canadianpm @cdnpress @cbckatie i mean if a guy who happily carried around severed hand  https://t.co/fabzhfvlf,Twitter for iPhone,3036,217,118,Wed Mar 15 15:21:12 +0000 2017,NA,NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.333333333
